data,casi,casi_media7gg
2021-05-13,6554,6208.428571428572
2021-05-14,6410,5839.142857142857
2021-05-15,4928,5492.0
2021-05-16,2077,5156.285714285715
2021-05-17,5423,4837.285714285715
2021-05-18,5708,4556.0
2021-05-19,4994,4362.571428571428
2021-05-20,4321,4263.857142857143
2021-05-21,4441,4045.714285714286
2021-05-22,3574,3798.285714285714
2021-05-23,1386,3601.285714285714
2021-05-24,3896,3460.5714285714284
2021-05-25,3976,3305.285714285714
2021-05-26,3615,3174.285714285714
2021-05-27,3336,3139.8571428571427
2021-05-28,3354,2997.4285714285716
2021-05-29,2657,2869.1428571428573
2021-05-30,1145,2527.0
2021-05-31,2899,2436.285714285714
2021-06-01,3078,2373.8571428571427
2021-06-02,1220,2283.1428571428573
2021-06-03,2701,2253.714285714286
2021-06-04,2917,2149.5714285714284
2021-06-05,2022,2009.5714285714287
2021-06-06,939,2092.8571428571427
2021-06-07,2170,1961.142857142857
2021-06-08,2098,1801.0
2021-06-09,1803,1676.2857142857142
2021-06-10,1779,1619.4285714285713
2021-06-11,1796,1514.2857142857142
2021-06-12,1149,1396.7142857142858
2021-06-13,541,1307.4285714285713
2021-06-14,1434,1211.0
2021-06-15,1275,1103.0
2021-06-16,1178,1054.4285714285713
2021-06-17,1104,1027.5714285714287
2021-06-18,1040,952.7142857142857
2021-06-19,809,897.8571428571429
2021-06-20,353,837.4285714285714
2021-06-21,910,787.8571428571429
2021-06-22,891,756.1428571428571
2021-06-23,755,730.8571428571429
2021-06-24,757,716.5714285714286
2021-06-25,818,699.4285714285714
2021-06-26,632,680.2857142857143
2021-06-27,253,693.0
2021-06-28,790,708.4285714285714
2021-06-29,757,725.4285714285714
2021-06-30,844,747.1428571428571
2021-07-01,865,766.0
2021-07-02,937,813.2857142857143
2021-07-03,784,895.2857142857143
2021-07-04,385,943.7142857142857
2021-07-05,1121,1012.7142857142857
2021-07-06,1331,1084.857142857143
2021-07-07,1183,1165.2857142857142
2021-07-08,1348,1218.0
2021-07-09,1442,1331.4285714285713
2021-07-10,1347,1496.0
2021-07-11,754,1688.7142857142858
2021-07-12,1915,1926.857142857143
2021-07-13,2483,2229.4285714285716
2021-07-14,2532,2437.8571428571427
2021-07-15,3015,2563.1428571428573
2021-07-16,3560,2875.1428571428573
2021-07-17,2806,3217.1428571428573
2021-07-18,1631,3570.1428571428573
2021-07-19,4099,3829.714285714286
2021-07-20,4877,4082.4285714285716
2021-07-21,5003,4273.857142857143
2021-07-22,4832,4348.428571428572
2021-07-23,5329,4650.571428571428
2021-07-24,4146,4854.142857142857
2021-07-25,2153,5001.714285714285
2021-07-26,6214,5141.714285714285
2021-07-27,6302,5236.714285714285
2021-07-28,6036,5334.0
2021-07-29,5812,5360.285714285715
2021-07-30,5994,5401.571428571428
2021-07-31,4827,5506.714285714285
2021-08-01,2337,5647.0
2021-08-02,6503,5719.285714285715
2021-08-03,7038,5865.142857142857
2021-08-04,7018,5882.714285714285
2021-08-05,6318,5968.428571428572
2021-08-06,7015,6020.571428571428
2021-08-07,4950,6040.285714285715
2021-08-08,2937,5994.285714285715
2021-08-09,6868,6053.0
2021-08-10,7176,5994.571428571428
2021-08-11,6696,5987.714285714285
2021-08-12,6729,5883.571428571428
2021-08-13,6606,5821.714285714285
2021-08-14,4902,5848.0
2021-08-15,2208,5890.857142857143
2021-08-16,6435,5910.0
2021-08-17,7360,5996.714285714285
2021-08-18,6996,6070.285714285715
2021-08-19,6863,6178.571428571428
2021-08-20,7213,6350.428571428572
2021-08-21,5417,6378.428571428572
2021-08-22,2966,6448.714285714285
2021-08-23,7638,6440.571428571428
2021-08-24,7556,6386.571428571428
2021-08-25,7488,6384.285714285715
2021-08-26,6806,6364.571428571428
2021-08-27,6835,6237.428571428572
2021-08-28,5401,6145.285714285715
2021-08-29,2828,5988.0
2021-08-30,6748,5862.571428571428
2021-08-31,6911,5752.285714285715
2021-09-01,6387,5621.428571428572
2021-09-02,5928,5541.428571428572
2021-09-03,6063,5386.571428571428
2021-09-04,4485,5227.0
2021-09-05,2268,5063.857142857143
2021-09-06,5664,4910.0
2021-09-07,5794,4754.0
2021-09-08,5245,4660.142857142857
2021-09-09,4851,4587.714285714285
2021-09-10,4971,4458.0
2021-09-11,3828,4348.285714285715
2021-09-12,1761,4271.857142857143
2021-09-13,4756,4176.857142857143
2021-09-14,5026,4090.4285714285716
2021-09-15,4710,4027.8571428571427
2021-09-16,4186,4011.714285714286
2021-09-17,4366,3927.714285714286
2021-09-18,3390,3780.8571428571427
2021-09-19,1648,3639.8571428571427
2021-09-20,4168,3531.4285714285716
2021-09-21,3998,3410.0
2021-09-22,3723,3319.714285714286
2021-09-23,3427,3262.8571428571427
2021-09-24,3516,3159.5714285714284
2021-09-25,2758,3100.1428571428573
2021-09-26,1250,3045.4285714285716
2021-09-27,3445,3017.8571428571427
2021-09-28,3582,2951.5714285714284
2021-09-29,3340,2934.285714285714
2021-09-30,3234,2902.1428571428573
2021-10-01,3052,2842.285714285714
2021-10-02,2637,2769.1428571428573
2021-10-03,1025,2690.5714285714284
2021-10-04,3026,2609.4285714285716
2021-10-05,3070,2543.1428571428573
2021-10-06,2790,2462.285714285714
2021-10-07,2666,2483.714285714286
2021-10-08,2588,2476.0
2021-10-09,2071,2422.285714285714
2021-10-10,1175,2393.5714285714284
2021-10-11,2972,2393.5714285714284
2021-10-12,2694,2428.285714285714
2021-10-13,2589,2455.1428571428573
2021-10-14,2666,2449.5714285714284
2021-10-15,2831,2535.0
2021-10-16,2259,2679.8571428571427
2021-10-17,1136,2837.4285714285716
2021-10-18,3570,2996.714285714286
2021-10-19,3708,3204.0
2021-10-20,3692,3378.714285714286
2021-10-21,3781,3431.8571428571427
2021-10-22,4282,3609.714285714286
2021-10-23,3482,3793.1428571428573
2021-10-24,1508,3983.5714285714284
2021-10-25,4815,4153.571428571428
2021-10-26,4992,4256.571428571428
2021-10-27,5025,4397.571428571428
2021-10-28,4971,4485.571428571428
2021-10-29,5003,4198.142857142857
2021-10-30,4469,4397.285714285715
2021-10-31,2124,4615.142857142857
2021-11-01,2803,4899.142857142857
2021-11-02,6386,5208.285714285715
2021-11-03,6550,5372.857142857143
2021-11-04,6959,5440.0
2021-11-05,7167,6183.142857142857
2021-11-06,5621,6490.857142857143
2021-11-07,2594,6736.285714285715
2021-11-08,8005,6863.285714285715
